Filename,Depth,TripCount,Total,FP,BR,Mem,Uses,Defs
s9n_64_2048_0,2.0,270369.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_64_2048_1,2.0,270369.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_64_2048_2,2.0,270369.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_64_2048_3,2.0,270369.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_64_2048_4,2.0,270369.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_64_256_0,2.0,2162721.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_64_256_1,2.0,2162721.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_64_256_2,2.0,2162721.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_64_256_3,2.0,2162721.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_64_256_4,2.0,2162721.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_64_4096_0,2.0,135201.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_64_4096_1,2.0,135201.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_64_4096_2,2.0,135201.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_64_4096_3,2.0,135201.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_64_4096_4,2.0,135201.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_64_512_0,2.0,1081377.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_64_512_1,2.0,1081377.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_64_512_2,2.0,1081377.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_64_512_3,2.0,1081377.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_64_512_4,2.0,1081377.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_64_64_0,2.0,8650785.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_64_64_1,2.0,8650785.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_64_64_2,2.0,8650785.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_64_64_3,2.0,8650785.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_64_64_4,2.0,8650785.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_64_8192_0,2.0,67617.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_64_8192_1,2.0,67617.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_64_8192_2,2.0,67617.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_64_8192_3,2.0,67617.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_64_8192_4,2.0,67617.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_1024_0,2.0,528513.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_1024_1,2.0,528513.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_1024_2,2.0,528513.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_1024_3,2.0,528513.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_1024_4,2.0,528513.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_128_0,2.0,4199425.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_128_1,2.0,4199425.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_128_2,2.0,4199425.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_128_3,2.0,4199425.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_128_4,2.0,4199425.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_16384_0,2.0,36873.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_16384_1,2.0,36873.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_16384_2,2.0,36873.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_16384_3,2.0,36873.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_16384_4,2.0,36873.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_2048_0,2.0,266305.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_2048_1,2.0,266305.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_2048_2,2.0,266305.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_2048_3,2.0,266305.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_2048_4,2.0,266305.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_256_0,2.0,2101761.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_256_1,2.0,2101761.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_256_2,2.0,2101761.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_256_3,2.0,2101761.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_256_4,2.0,2101761.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_4096_0,2.0,135201.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_4096_1,2.0,135201.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_4096_2,2.0,135201.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_4096_3,2.0,135201.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_4096_4,2.0,135201.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_512_0,2.0,1052929.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_512_1,2.0,1052929.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_512_2,2.0,1052929.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_512_3,2.0,1052929.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_512_4,2.0,1052929.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_64_0,2.0,8394753.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_64_1,2.0,8394753.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_64_2,2.0,8394753.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_64_3,2.0,8394753.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_64_4,2.0,8394753.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_8192_8192_0,2.0,69649.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_8192_8192_1,2.0,69649.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_8192_8192_2,2.0,69649.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_8192_8192_3,2.0,69649.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_8192_8192_4,2.0,69649.0,54.0,0.0,7.0,31.0,57.0,40.0
